Date,AAPL,MSFT,XOM,BP
2018-06-15,44.61954116821289,93.09965515136719,57.58428192138672,30.160593032836914
2018-06-18,44.595916748046875,93.77841186523438,57.69852066040039,30.307615280151367
2018-06-19,43.87525939941406,93.77841186523438,57.612823486328125,30.17397117614746
2018-06-20,44.06664276123047,94.71748352050781,57.43436050415039,29.913320541381836
2018-06-21,43.82090759277344,94.0387191772461,56.89179992675781,29.5123291015625
2018-06-22,43.693321228027344,93.36000061035156,58.09829330444336,30.59498405456543
2018-06-25,43.04354476928711,91.48179626464844,56.927486419677734,29.565805435180664
2018-06-26,43.577537536621094,92.12338256835938,57.57001495361328,30.000202178955078
2018-06-27,43.51374435424805,90.69149017333984,58.33390426635742,30.36776351928711
2018-06-28,43.83036422729492,91.7049789428711,58.519500732421875,30.521484375
2018-06-29,43.73820114135742,91.68635559082031,59.062095642089844,30.514799118041992
2018-07-02,44.22730255126953,92.98807525634766,58.36958694458008,30.207374572753906
2018-07-03,43.457027435302734,92.095458984375,58.712276458740234,30.675188064575195
2018-07-05,43.80672836303711,92.755615234375,58.76225280761719,30.742015838623047
2018-07-06,44.413978576660156,94.05732727050781,58.77653121948242,30.70191192626953
2018-07-09,45.03066635131836,94.69886779785156,59.183448791503906,31.14300537109375
2018-07-10,44.97633743286133,94.94991302490234,59.72603988647461,31.443744659423828
2018-07-11,44.392704010009766,94.81975555419922,58.96213912963867,30.167278289794922
2018-07-12,45.13700485229492,96.87458038330078,59.033531188964844,30.307615280151367
2018-07-13,45.2078857421875,98.02751159667969,59.47615051269531,30.32099151611328
2018-07-16,45.10865020751953,97.54402923583984,58.89076232910156,29.819759368896484
2018-07-17,45.236236572265625,98.5110092163086,58.76225280761719,29.692779541015625
2018-07-18,44.98813247680664,97.73927307128906,58.697994232177734,29.572484970092773
2018-07-19,45.33784484863281,97.06986236572266,58.54807662963867,29.6994571685791
2018-07-20,45.2338752746582,98.80854034423828,58.11258316040039,29.76629066467285
2018-07-23,45.274051666259766,100.38919067382812,58.11258316040039,29.572484970092773
2018-07-24,45.60247039794922,100.10094451904297,59.26198196411133,29.95341682434082
2018-07-25,46.032508850097656,103.04837799072266,59.67604064941406,30.10044288635254
2018-07-26,45.88837814331055,101.92332458496094,60.14008331298828,29.759605407714844
2018-07-27,45.12519073486328,100.11953735351562,58.483802795410156,29.746238708496094
2018-07-30,44.87237548828125,97.97173309326172,58.35532760620117,29.67940902709961
2018-07-31,44.962154388427734,98.63188171386719,58.19110870361328,30.133867263793945
2018-08-01,47.61087417602539,98.81783294677734,57.39154052734375,29.759605407714844
2018-08-02,49.00258255004883,100.01727294921875,57.04885482788086,29.25170135498047
2018-08-03,49.144351959228516,100.45426940917969,57.25587463378906,29.385364532470703
2018-08-06,49.399539947509766,100.53795623779297,57.241607666015625,29.492290496826172
2018-08-07,48.936424255371094,101.23529052734375,58.019775390625,29.886592864990234
2018-08-08,48.969505310058594,101.8024673461914,57.63426208496094,29.826444625854492
2018-08-09,49.354644775390625,101.96980285644531,57.34154510498047,29.497791290283203
2018-08-10,49.207637786865234,101.34687042236328,57.283851623535156,29.131855010986328
2018-08-13,49.525360107421875,100.61233520507812,56.663543701171875,28.921791076660156
2018-08-14,49.7340202331543,101.86753845214844,56.483238220214844,28.87435531616211
2018-08-15,49.8502082824707,100.48616027832031,55.49509811401367,28.142501831054688
2018-08-16,50.58050537109375,100.4675064086914,56.2596435546875,28.271251678466797
2018-08-17,51.59060287475586,100.41148376464844,56.44719314575195,28.39999771118164
2018-08-20,51.08792495727539,99.74881744384766,56.8438720703125,28.7185001373291
2018-08-21,50.98833084106445,98.91812133789062,56.85830307006836,28.7727108001709
2018-08-22,50.99070358276367,99.9261474609375,57.67334747314453,29.12508201599121
2018-08-23,51.09503936767578,100.39282989501953,57.03861618041992,29.097976684570312
2018-08-24,51.2538948059082,101.17686462402344,57.42811584472656,29.42323875427246
2018-08-27,51.675960540771484,102.29690551757812,57.990699768066406,29.728185653686523
2018-08-28,52.0932731628418,102.91291809082031,57.90416717529297,29.3148136138916
2018-08-29,52.87098693847656,104.55562591552734,58.32249450683594,29.402910232543945
2018-08-30,53.35706329345703,104.49030303955078,58.07006072998047,29.531658172607422
2018-08-31,53.97356414794922,104.84498596191406,57.8248176574707,29.05731773376465
2018-09-04,54.14664840698242,104.26629638671875,57.91138458251953,28.94889259338379
2018-09-05,53.79335403442383,101.26085662841797,58.68312454223633,28.98955726623535
2018-09-06,52.89944839477539,101.49417877197266,58.03397750854492,28.60329246520996
2018-09-07,52.47264862060547,100.99951934814453,59.02214431762695,28.481311798095703
2018-09-10,51.76842498779297,102.091552734375,58.93558883666992,28.521974563598633
2018-09-11,53.07727813720703,103.8276138305664,59.76504135131836,28.90145492553711
2018-09-12,52.41810607910156,104.26629638671875,59.95980453491211,29.21317481994629
2018-09-13,53.68428421020508,105.38633728027344,59.37555694580078,29.42323875427246
2018-09-14,53.074913024902344,105.815673828125,59.80832290649414,29.3148136138916
2018-09-17,51.66172790527344,104.66763305664062,60.1617431640625,29.3012638092041
2018-09-18,51.74708557128906,105.66635131835938,60.32042694091797,29.51811981201172
2018-09-19,51.77790451049805,104.25695037841797,61.04169845581055,29.802722930908203
2018-09-20,52.1715202331543,106.00234985351562,61.17874526977539,30.202531814575195
2018-09-21,51.60957717895508,106.64636993408203,61.43120193481445,30.270294189453125
2018-09-24,52.35173034667969,107.02903747558594,62.46263885498047,30.643001556396484
2018-09-25,52.68367004394531,106.82369232177734,62.39051055908203,31.388412475585938
2018-09-26,52.26398849487305,106.3850326538086,61.87118148803711,31.34774398803711
2018-09-27,53.33809280395508,106.78636932373047,61.86396026611328,31.7611141204834
2018-09-28,53.525428771972656,106.7490463256836,61.323001861572266,31.239322662353516
2018-10-01,53.88581848144531,107.90642547607422,61.89280319213867,31.69333839416504
2018-10-02,54.36479568481445,107.4770736694336,62.36164855957031,31.7204532623291
2018-10-03,55.026336669921875,107.49574279785156,62.13805389404297,31.84242820739746
2018-10-04,54.058929443359375,105.27432250976562,61.7269287109375,31.69333839416504
2018-10-05,53.181617736816406,104.65830993652344,61.55381393432617,31.510387420654297
2018-10-08,53.05830764770508,103.46359252929688,62.12362289428711,31.04281234741211
2018-10-09,53.79335403442383,104.77963256835938,62.39773178100586,31.178333282470703
2018-10-10,51.30131530761719,99.08612060546875,60.96236801147461,30.595577239990234
2018-10-11,50.84843063354492,98.85276794433594,58.856239318847656,29.904373168945312
2018-10-12,52.66469955444336,102.26887512207031,58.697547912597656,30.188980102539062
2018-10-15,51.53843688964844,100.43014526367188,58.293643951416016,30.155099868774414
2018-10-16,52.67418670654297,103.60360717773438,58.56773376464844,30.290624618530273
2018-10-17,52.446571350097656,103.33293914794922,58.78410339355469,30.05344581604004
2018-10-18,51.22071075439453,101.27017974853516,59.03655242919922,29.721412658691406
2018-10-19,52.000797271728516,101.41954040527344,59.123104095458984,29.816272735595703
2018-10-22,52.31852340698242,102.32487487792969,58.53166580200195,29.233505249023438
2018-10-23,52.81172180175781,100.89684295654297,57.5867919921875,28.66428565979004
2018-10-24,51.00017166137695,95.50198364257812,55.98556137084961,27.776573181152344
2018-10-25,52.11698532104492,101.0835189819336,56.483238220214844,28.18315887451172
2018-10-26,51.28709030151367,99.83281707763672,55.920650482177734,27.851119995117188
2018-10-29,50.324424743652344,96.9300537109375,55.57442092895508,27.80367660522461
2018-10-30,50.57575988769531,96.81803894042969,56.822235107421875,28.60329246520996
2018-10-31,51.89410400390625,99.69278717041016,57.47138595581055,29.389366149902344
2018-11-01,52.6907958984375,98.86209869384766,58.185462951660156,28.90145492553711
2018-11-02,49.195770263671875,99.08612060546875,59.10868835449219,28.1899356842041
2018-11-05,47.79918670654297,100.34613800048828,58.88508987426758,28.87435531616211
2018-11-06,48.316097259521484,100.54216003417969,59.13753128051758,28.90824317932129
2018-11-07,49.78143310546875,104.49964141845703,59.887664794921875,29.21317481994629
2018-11-08,49.607749938964844,104.30361938476562,58.93558883666992,28.37105369567871
2018-11-09,48.65122604370117,102.26887512207031,58.92100143432617,28.350431442260742
2018-11-12,46.200477600097656,99.74881744384766,58.16328430175781,28.0960693359375
2018-11-13,45.73887634277344,99.81415557861328,56.829959869384766,27.367372512817383
2018-11-14,44.44686508178711,98.39866638183594,56.385528564453125,27.7248477935791
2018-11-15,45.54375457763672,100.56404113769531,56.96839904785156,28.295434951782227
2018-11-16,46.048187255859375,101.51082611083984,57.529396057128906,28.0754451751709
2018-11-19,44.22320556640625,98.07057189941406,57.718833923339844,28.130441665649414
2018-11-20,42.11031723022461,95.34274291992188,56.079524993896484,27.566726684570312
2018-11-21,42.06272506713867,96.65511322021484,56.50937271118164,28.37105369567871
2018-11-23,40.99437713623047,96.61760711669922,55.0012092590332,27.422367095947266
2018-11-26,41.54875946044922,99.80477142333984,56.08679962158203,27.862329483032227
2018-11-27,41.45836639404297,100.43282318115234,56.137794494628906,27.717981338500977
2018-11-28,43.052555084228516,104.16366577148438,57.15782928466797,28.0754451751709
2018-11-29,42.721824645996094,103.29187774658203,57.60227966308594,27.827964782714844
2018-11-30,42.49101257324219,103.94805908203125,57.92284393310547,27.73859214782715
2018-12-03,43.97574996948242,105.07292175292969,59.17601776123047,28.316055297851562
2018-12-04,42.04130172729492,101.72644805908203,57.87183380126953,28.15106773376465
2018-12-06,41.572574615478516,102.35448455810547,57.11411666870117,27.21613121032715
2018-12-07,40.09021759033203,98.25806427001953,56.56767654418945,27.1611385345459
2018-12-10,40.35433578491211,100.85465240478516,55.76622009277344,27.064895629882812
2018-12-11,40.12352752685547,101.79203033447266,55.86821365356445,26.865535736083984
2018-12-12,40.235355377197266,102.25138092041016,55.38734817504883,26.84491539001465
2018-12-13,40.6755485534668,102.59819793701172,56.08679962158203,27.009899139404297
2018-12-14,39.37403106689453,99.39230346679688,55.0667724609375,26.576807022094727
2018-12-17,39.00760269165039,96.4488754272461,53.944740295410156,26.40494155883789
2018-12-18,39.5144157409668,97.46126556396484,52.45843505859375,25.999340057373047
2018-12-19,38.28187942504883,97.19879913330078,51.56953430175781,25.88248634338379
2018-12-20,37.31586456298828,95.1552734375,50.003074645996094,25.614377975463867
2018-12-21,35.86442947387695,92.08060455322266,49.631507873535156,25.8962345123291
2018-12-24,34.93648147583008,88.23728942871094,47.72987365722656,25.19502830505371
2018-12-26,37.396751403808594,94.26473999023438,50.0103645324707,26.164337158203125
2018-12-27,37.15404510498047,94.845947265625,50.228946685791016,25.937480926513672
2018-12-28,37.173095703125,94.10540008544922,49.66792297363281,26.21246337890625
2018-12-31,37.53237533569336,95.2115249633789,49.68250274658203,26.06808853149414
2019-01-02,37.5752067565918,94.78970336914062,50.775367736816406,26.52867889404297
2019-01-03,33.83243942260742,91.30255889892578,49.99578857421875,26.679929733276367
2019-01-04,35.276729583740234,95.54898071289062,51.83912658691406,27.51861000061035
2019-01-07,35.198204040527344,95.67083740234375,52.10871124267578,27.60797691345215
2019-01-08,35.86919021606445,96.36450958251953,52.487571716308594,27.51861000061035
2019-01-09,36.478309631347656,97.74250793457031,52.764427185058594,27.745468139648438
2019-01-10,36.59489822387695,97.11445617675781,52.494850158691406,27.979204177856445
2019-01-11,36.23561477661133,96.36450958251953,52.254417419433594,27.662975311279297
